OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,County,EI_wHAB,EI_woHAB_x,hab_role,NearRiskD,Latitude,Longitude,PercentBufferOccupied,HabScore,PercentRemaining2100,PercentBufferRemain,PersistScore,AreaScore,PDI,SVI,PeopleScore,EI_woHAB_y,Probability,HazScore,TotalScore,Overall_Rating,Shape__Area,Shape__Length,Hazard_Reduction_by_Habitats_Numeric,Hazard_with_Habitats_Numeric,Hazard_without_Habitats_Numeric,Community_Flood_Risk_Max_Numeric
6993,417048.774493,4276447.23155,Yes,Low,Low,High,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Dorchester,1.72941005,2.06478,0.33537099,224.26210022,38.63234228,-75.95316215,0.0,0,99.52964876,4.91398074,5,2,20,80,3,0.0,0.001,0,10,Low,11867.27539795,601.1272890294546,2.0,1,2,4.0
6994,417298.774493,4276447.23155,Yes,Low,Low,High,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Dorchester,1.72941005,2.06478,0.33537099,197.56330872,38.63316351,-75.95018928,5.85863053,1,55.65982149,25.11212441,4,2,60,100,4,0.0,0.9,2,13,Medium,6066.45892406,385.650724040246,2.0,1,2,4.0
6995,417548.774493,4276447.23155,Yes,Low,Low,High,Very Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Dorchester,1.72941005,2.06478,0.33537099,70.575737,38.63305524,-75.94718793,5.13112527,1,26.16780921,6.31423029,3,2,60,100,4,0.0,0.9,2,12,Medium,9686.190250265,499.671153329451,2.0,1,2,4.0
6996,314048.774493,4276197.23155,No,Very High,Very Low,Very High,High,Very Low,Moderate,1,0,0,0,0,Moderate,Moderate,Moderate,Moderate,Low,Charles,2.4484899,2.84267998,0.394182,1391.41357422,38.6116049,-77.13437993,22.70961772,2,72.43833241,25.45005242,5,2,20,80,3,0.0,0.001,0,12,Medium,36560.05654814,1350.5406704077316,2.0,2,2,2.0
6997,314298.774493,4276197.23155,No,Very High,Very Low,Very High,High,Very Low,Very Low,1,1,0,0,0,Moderate,Moderate,Moderate,Moderate,Low,Charles,2.02759004,2.42978001,0.40219,1612.05786133,38.61271933,-77.1314714,4.29889746,1,25.1057102,31.08635615,3,3,60,100,4,2.71234989,0.9,4,15,High,43929.2890494,2003.9129939221841,2.0,2,2,2.0
6998,354048.774493,4276197.23155,Yes,Very High,Very Low,Moderate,Very Low,Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Moderate,Very Low,Prince George's,2.05163002,2.25878,0.20715401,968.72259521,38.62211436,-76.67696084,26.83788725,2,97.40125278,46.89060975,5,2,20,80,3,0.0,0.001,0,12,Medium,25665.658908265,1314.347174937175,1.0,2,2,2.0
6999,368048.774493,4276197.23155,No,Low,Very Low,Moderate,High,Very Low,Very Low,1,0,0,0,0,Low,Low,Low,Very High,Very High,Calvert,1.71254003,1.98164999,0.269106,59.41631317,38.62465751,-76.51506853,98.32260059,5,100.0,98.02876628,5,2,20,80,3,0.0,0.001,0,15,High,9045.79649976,384.3768176895463,1.0,1,1,4.0
7003,391048.774493,4276197.23155,Yes,High,High,High,High,Low,High,1,1,0,0,0,High,High,High,High,Low,Dorchester,3.13274002,3.7402401,0.60750699,713.42681885,38.6266213,-76.2497194,4.4704977,1,0.0,11.72674304,1,2,20,100,3,2.71234989,0.9,4,11,Low,4656.07234962,350.89261657855917,3.0,3,3,3.0
7004,391298.774493,4276197.23155,Yes,Very High,High,High,High,Low,High,1,1,0,0,0,High,High,High,High,Low,Dorchester,3.23421001,3.86139989,0.62718499,792.75964355,38.62717824,-76.2489412,3.94727639,1,55.67111834,8.06725676,4,2,20,100,3,2.71234989,0.9,4,14,High,26333.6925045,1410.5221836265355,3.0,3,3,3.0
7005,391548.774493,4276197.23155,Yes,Low,High,High,High,Low,High,1,1,0,0,0,Moderate,High,High,High,Low,Dorchester,2.83738995,3.38762999,0.55023301,776.32592773,38.62633567,-76.24715345,16.05947393,1,12.57442633,18.83484838,2,2,100,100,5,2.99467993,0.9,5,15,High,9544.3905633,625.7940090847328,3.0,2,3,3.0
7006,391798.774493,4276197.23155,Yes,Low,High,High,High,Low,High,1,1,0,0,0,Moderate,High,High,High,Low,Dorchester,2.83738995,3.38762999,0.55023301,1022.20037842,38.62620232,-76.24272077,9.54832523,1,90.25785619,6.6531578,5,2,20,100,3,0.0,0.9,2,13,Medium,11475.38001948,590.9810748755909,3.0,2,3,3.0
7007,392548.774493,4276197.23155,Yes,Very High,High,High,High,Low,High,0,1,0,0,0,High,High,Moderate,High,High,Dorchester,3.5072701,3.86139989,0.35413,1583.3293457,38.6277203,-76.23458594,11.53421086,1,13.45024529,10.23070926,2,2,20,100,3,0.0,0.9,2,10,Low,4634.4101403,440.27105111968064,2.0,3,3,3.0
7008,397048.774493,4276197.23155,Yes,Low,High,High,Very Low,High,High,1,1,0,0,0,Moderate,High,High,High,Low,Dorchester,2.56990004,3.06824994,0.49835899,714.18518066,38.62599059,-76.18040327,17.73945456,1,61.36912123,7.99604574,5,2,20,100,3,0.0,0.9,2,13,Medium,11949.91072061,607.5107895912957,3.0,2,3,3.0
7010,402048.774493,4276197.23155,Yes,Low,Moderate,High,High,Very Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Moderate,Talbot,2.4224999,2.66709995,0.244601,1008.92889404,38.62940476,-76.12385386,11.40974305,1,57.02870191,21.58474683,4,2,20,100,3,2.91769004,0.9,5,15,High,8144.81209595,448.94026000117753,1.0,2,2,4.0
7011,402298.774493,4276197.23155,Yes,Low,Moderate,High,High,Very Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Moderate,Talbot,2.4224999,2.66709995,0.244601,1049.5579834,38.62855432,-76.12327043,2.66519586,1,85.57697714,17.00992994,5,2,20,100,3,3.17326999,0.9,5,16,Very High,7582.55258276,392.7293435938679,1.0,2,2,4.0
7012,402548.774493,4276197.23155,Yes,Very High,Moderate,High,Moderate,Very Low,Very Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Moderate,Talbot,2.40025997,2.64262009,0.242356,821.7409668,38.62946023,-76.12014649,4.02453285,1,0.0,1.56792778,1,1,20,100,3,2.94471002,0.9,5,11,Low,542.410145565,94.8088422956928,1.0,2,2,4.0
7013,413548.774493,4276197.23155,Yes,Low,Low,High,Low,Very Low,Low,1,0,0,0,0,Low,Moderate,Moderate,High,Low,Talbot,1.97011995,2.27970004,0.309582,68.18983459,38.62965017,-75.99248666,2.49340826,1,62.49495174,2.61892621,5,2,20,100,3,2.71234989,0.9,4,15,High,9317.684553505,451.6983088231091,2.0,1,2,3.0
7014,415298.774493,4276197.23155,Yes,Very High,Moderate,High,Low,Low,Low,1,1,0,0,0,Moderate,High,High,Very High,Moderate,Dorchester,2.54630995,3.0401001,0.49378601,971.97106934,38.63094717,-75.97097176,21.64409681,2,3.65562923,11.68623348,2,1,20,100,3,2.99467993,0.9,5,13,Medium,2354.532558,210.0191377276916,3.0,2,3,4.0
7015,313548.774493,4275947.23155,No,Very High,Very Low,Very High,High,Very Low,Low,1,0,0,0,1,Moderate,Moderate,Moderate,Moderate,Moderate,Charles,2.31646991,2.68269992,0.36622599,1038.33862305,38.61046221,-77.1402989,16.98331964,1,75.29780978,13.11067986,5,2,20,100,3,0.0,0.9,2,13,Medium,5909.929933795,541.4398562109891,2.0,2,2,2.0
7016,313798.774493,4275947.23155,No,Very High,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Moderate,Low,Charles,2.31069994,2.68269992,0.37199801,1217.53149414,38.61078264,-77.13792616,16.47836338,1,24.88731659,6.23716584,3,1,20,100,3,2.99467993,0.9,5,13,Medium,2863.73098811,280.6343662605434,2.0,2,2,2.0
7017,354298.774493,4275947.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Moderate,Very Low,Prince George's,1.89189994,2.25878,0.36688101,630.82556152,38.61953512,-76.67485535,0.1995304,1,18.76623095,1.78886326,2,2,20,100,3,2.41564989,0.9,4,12,Medium,13077.11606018,599.513029231274,2.0,1,2,2.0
7018,368298.774493,4275947.23155,No,Moderate,Very Low,Moderate,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Calvert,1.94183004,2.31838989,0.37656301,45.1573143,38.62206042,-76.51454699,17.32473812,1,70.09868577,19.89323834,5,2,20,100,3,0.0,0.9,2,13,Medium,19542.85009571,980.5181967367696,2.0,1,2,4.0
7020,388798.774493,4275947.23155,Yes,Very High,High,High,High,High,Low,1,0,0,0,0,High,High,High,High,Low,Dorchester,3.33701992,3.86139989,0.52437401,1577.06896973,38.62476354,-76.27753618,6.56598983,1,0.0,45.55106688,2,1,60,40,3,0.0,0.9,2,9,Very Low,219.74876934,76.66215488022621,3.0,3,3,3.0
7021,390798.774493,4275947.23155,Yes,Low,High,High,High,Low,High,1,1,0,0,0,Moderate,High,High,High,Low,Dorchester,2.83738995,3.38762999,0.55023301,466.52554321,38.6246232,-76.2526516,1.65927019,1,92.68676413,3.47036227,5,1,20,100,3,2.82614994,0.008,4,14,High,2154.761849895,207.05815233359067,3.0,2,3,3.0
7022,392798.774493,4275947.23155,Yes,Very High,High,High,High,Low,High,0,1,0,0,0,High,High,Moderate,High,High,Dorchester,3.5072701,3.86139989,0.35413,1275.4822998,38.62510495,-76.23229194,5.10729816,1,73.44282548,1.01864925,5,2,20,100,3,1.79481995,0.9,3,14,High,4185.477738745,343.4984766486423,2.0,3,3,3.0
7023,396798.774493,4275947.23155,Yes,Very High,High,High,High,High,High,1,0,0,0,0,High,High,High,High,Low,Dorchester,3.68437004,4.26332998,0.57895601,528.29852295,38.62381889,-76.18361976,8.38062224,1,50.0151249,22.31975,4,3,20,100,3,2.55971003,0.9,4,15,High,59627.87065491,1730.161044435886,3.0,3,3,3.0
7024,397548.774493,4275947.23155,Yes,Low,High,High,Very Low,High,Low,1,1,0,0,0,Moderate,Moderate,High,High,Low,Dorchester,2.32762003,2.77899003,0.45137599,657.42559814,38.62520344,-76.17682975,2.11645499,1,47.6147121,0.5462808,4,1,20,100,3,2.55971003,0.008,4,13,Medium,2223.643581195,237.1684217337204,3.0,2,2,3.0
7025,397798.774493,4275947.23155,Yes,High,High,High,Very Low,High,Low,0,1,0,0,0,Moderate,High,Low,High,Low,Dorchester,2.78685999,3.06824994,0.28139099,503.22113037,38.62570127,-76.17361443,15.85748294,1,84.91209596,5.24503332,5,1,20,100,3,0.0,0.9,2,12,Medium,1287.110476205,173.39281319607315,1.0,2,3,3.0
7026,398298.774493,4275947.23155,Yes,Low,High,High,Low,High,Very Low,0,1,0,0,0,Moderate,Moderate,Low,High,Moderate,Dorchester,2.52413011,2.77899003,0.25486299,503.15579224,38.62636221,-76.16913473,30.44316386,2,85.88760396,24.11575074,5,3,20,60,2,0.0,0.9,2,14,High,113601.059832355,2899.474288591811,1.0,2,2,3.0
7027,402548.774493,4275947.23155,Yes,High,Moderate,High,High,Very Low,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Moderate,Talbot,2.46641994,2.94471002,0.478293,1034.82971191,38.62685781,-76.11724255,14.55246493,1,53.62349648,10.07175161,4,2,20,100,3,0.0,0.9,2,12,Medium,2939.656841805,277.36810242749874,3.0,2,2,4.0
7030,413548.774493,4275947.23155,Yes,Moderate,Low,High,Low,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,High,Moderate,Talbot,2.08761001,2.41564989,0.328044,0.0,38.62784711,-75.99312862,4.83364448,1,79.40469661,2.95426225,5,2,20,100,3,0.0,0.9,2,13,Medium,4310.92097528,307.1598321994765,2.0,2,2,3.0
7031,415048.774493,4275947.23155,Yes,Very High,Moderate,High,Moderate,Low,Low,1,1,0,0,0,Moderate,High,High,Very High,Low,Dorchester,2.69815993,3.22139001,0.52323198,855.02606201,38.62710462,-75.97286945,1.24385807,1,50.15921803,1.13270401,4,2,20,100,3,2.94471002,0.9,5,15,High,7544.612922285,532.7467771025662,3.0,2,3,4.0
7032,311048.774493,4275697.23155,No,Very Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,Very High,Moderate,Charles,1.84218001,2.13165998,0.289478,1162.34143066,38.60670593,-77.16934472,2.0435401,1,20.09847636,1.17114404,3,2,20,100,3,2.94471002,0.9,5,14,High,4683.20459253,342.5052993389446,1.0,1,2,4.0
7033,311298.774493,4275697.23155,No,Very Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,Very High,Moderate,Charles,1.84218001,2.13165998,0.289478,996.85717773,38.6067607,-77.16743215,5.32375495,1,67.34530312,7.71142626,5,2,20,100,3,2.71234989,0.9,4,15,High,4351.434000205,377.15852076158234,1.0,1,2,4.0
7034,311548.774493,4275697.23155,No,Very Low,Very Low,Very High,High,Very Low,Very Low,1,0,0,0,1,Low,Low,Low,Very High,Moderate,Charles,1.66712999,1.93069994,0.26356801,775.27679443,38.60701753,-77.16482741,7.15337142,1,0.0,3.00285474,1,1,20,100,3,2.18791008,0.9,3,9,Very Low,703.25167245,120.50030997246992,1.0,1,1,4.0
7035,313298.774493,4275697.23155,No,High,Very Low,Very High,High,Very Low,Low,1,0,0,0,1,Moderate,Moderate,Moderate,Moderate,Moderate,Charles,2.24378991,2.59853005,0.354736,775.25488281,38.60907615,-77.1427508,15.58955451,1,84.68546354,34.12494374,5,2,20,100,3,0.0,0.9,2,13,Medium,16239.84107835,729.5678716801035,2.0,2,2,2.0
7036,354298.774493,4275697.23155,Yes,Very High,Very Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Moderate,Very Low,Prince George's,1.89189994,2.25878,0.36688101,444.58029175,38.61787418,-76.67396791,7.21866175,1,84.69592753,1.67222168,5,2,20,100,3,2.99467993,0.9,5,16,Very High,5100.889029455,296.3219375753111,2.0,1,2,2.0
7037,368298.774493,4275697.23155,No,Very Low,Very Low,Moderate,High,High,Very Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Calvert,1.83254004,2.18791008,0.355371,96.9172287,38.61985449,-76.51355517,18.17793199,1,89.99602348,20.5952952,5,1,20,100,3,2.55971003,0.9,4,14,High,1127.105982615,132.1551308953937,2.0,1,2,4.0
7038,388048.774493,4275697.23155,No,Very High,High,High,High,High,Very High,1,1,0,0,0,High,High,High,Moderate,Moderate,Dorchester,3.6865201,4.40142012,0.71489799,1965.01586914,38.62324251,-76.28465638,3.26892708,1,34.61889912,2.36515968,3,1,20,100,3,2.41564989,0.9,4,12,Medium,1006.32306011,131.5685658934658,3.0,3,3,2.0
7039,389048.774493,4275697.23155,Yes,Very High,High,High,High,Low,High,1,0,0,0,0,High,High,High,High,Low,Dorchester,3.33701992,3.86139989,0.52437401,1239.34387207,38.62231831,-76.275049,1.2277886,1,62.80639712,0.99706903,5,2,20,100,3,2.41564989,0.9,4,15,High,7044.58011229,410.68912657471265,3.0,3,3,3.0
7040,390548.774493,4275697.23155,Yes,Low,High,High,High,Low,High,1,1,0,0,1,Moderate,High,High,High,Low,Dorchester,2.83477998,3.38762999,0.55285102,315.29403687,38.62307291,-76.25361017,7.11234969,1,74.38807116,3.83061865,5,2,20,100,3,0.0,0.9,2,13,Medium,8495.73816152,715.6065345067339,3.0,2,3,3.0
7041,392048.774493,4275697.23155,Yes,Very High,High,High,Low,Low,Low,1,1,0,0,0,Moderate,High,High,High,High,Dorchester,2.65314007,3.16763997,0.51450199,1120.77746582,38.62375636,-76.23831493,2.34534451,1,45.44583402,1.5381548,4,2,20,100,3,2.18791008,0.9,3,13,Medium,3901.12169242,266.10933578627987,3.0,2,3,3.0
7042,392298.774493,4275697.23155,Yes,Very High,High,High,Low,Low,Low,1,1,0,0,0,Moderate,High,High,High,High,Dorchester,2.65314007,3.16763997,0.51450199,1086.99255371,38.62313741,-76.23741444,20.06970204,2,69.20351082,8.47378247,5,1,20,100,3,0.0,0.9,2,13,Medium,1482.896747225,171.75395517218527,3.0,2,3,3.0
7043,392548.774493,4275697.23155,Yes,Very High,High,High,Moderate,Low,Low,1,1,0,0,0,Moderate,High,High,High,High,Dorchester,2.81135011,3.35653996,0.54518402,1109.07861328,38.62344564,-76.23414385,3.70227235,1,52.12534916,1.70752424,4,2,20,100,3,0.0,0.9,2,12,Medium,3786.40773357,366.32138706820155,3.0,2,3,3.0
7044,396298.774493,4275697.23155,Yes,Very High,High,High,High,Low,High,1,1,0,0,0,High,High,High,High,High,Dorchester,3.23421001,3.86139989,0.62718499,385.23013306,38.62121587,-76.19004989,18.8431297,1,0.0,17.27314427,1,1,20,60,2,0.0,0.9,2,7,Very Low,2669.91256545,255.4632567878482,3.0,3,3,3.0
7045,396548.774493,4275697.23155,Yes,Very High,High,High,High,Low,Very High,1,1,0,0,0,High,High,High,High,High,Dorchester,3.33896995,3.98646998,0.64749998,618.55657959,38.62202077,-76.18735671,3.49569169,1,90.9434547,4.26079246,5,1,20,100,3,0.0,0.01,2,12,Medium,234.78846874,64.878217539444,3.0,3,3,3.0
7046,397298.774493,4275697.23155,Yes,Very High,High,High,Very Low,High,Low,1,1,0,0,0,Moderate,High,High,High,Low,Dorchester,2.65314007,3.16763997,0.51450199,416.86968994,38.62311657,-76.17836293,38.76931794,2,40.83120536,11.72971732,4,2,20,60,2,0.0,0.9,2,12,Medium,12340.640925465,616.0631842662947,3.0,2,3,3.0
7047,397548.774493,4275697.23155,Yes,Very High,High,High,Very Low,High,Low,1,1,0,0,0,Moderate,High,High,High,Low,Dorchester,2.65314007,3.16763997,0.51450199,526.67077637,38.62400323,-76.17777829,3.31806047,1,27.64842671,1.65005738,3,2,20,100,3,0.0,0.9,2,11,Low,4012.20746804,307.05131248589277,3.0,2,3,3.0
7048,398048.774493,4275697.23155,Yes,Low,High,High,Low,High,Very Low,0,1,0,0,0,Moderate,Moderate,Low,High,Low,Dorchester,2.52413011,2.77899003,0.25486299,315.22137451,38.62465349,-76.17078755,3.16964249,1,80.9459086,5.06768919,5,3,20,100,3,2.75348997,0.9,4,16,Very High,104327.330864405,3073.558348951288,1.0,2,2,3.0
7049,398298.774493,4275697.23155,Yes,Low,High,High,Low,High,Very Low,0,1,0,0,0,Moderate,Moderate,Low,High,Moderate,Dorchester,2.52413011,2.77899003,0.25486299,329.38781738,38.62479212,-76.1698126,3.26364964,1,57.56019055,1.45345699,4,2,20,100,3,0.0,0.9,2,12,Medium,8369.54391292,655.0525946542507,1.0,2,2,3.0
7050,398548.774493,4275697.23155,Yes,Very High,High,High,Moderate,High,Moderate,0,1,0,0,0,High,High,Moderate,High,High,Dorchester,3.56678009,3.92691994,0.36013901,59.122715,38.62186818,-76.16457533,6.04093044,1,18.58234823,1.09291541,2,1,20,100,3,2.41564989,0.9,4,11,Low,1149.02246494,152.01283284833053,2.0,3,3,3.0
7051,402548.774493,4275697.23155,Yes,High,Moderate,High,High,Very Low,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Moderate,Talbot,2.46641994,2.94471002,0.478293,1228.78588867,38.62506442,-76.11616219,29.60749088,2,9.66563881,3.36088141,2,1,20,60,2,0.0,0.9,2,9,Very Low,2223.784897285,234.8442798954172,3.0,2,2,4.0
7052,403798.774493,4275697.23155,Yes,Very Low,Moderate,High,Low,Moderate,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Talbot,2.21210003,2.55971003,0.347606,1636.3527832,38.62361466,-76.10435851,3.40293802,1,51.72853684,2.21065876,4,1,20,100,3,2.49390006,0.9,4,13,Medium,2064.7814745,191.845560737332,2.0,2,2,4.0
7053,404048.774493,4275697.23155,Yes,High,Moderate,High,Low,Moderate,Low,1,1,0,0,0,Moderate,High,High,Very High,Low,Talbot,2.61350012,3.12032008,0.50681603,1554.33459473,38.62402986,-76.10210784,15.81289086,1,65.49272158,10.76538383,5,1,20,100,3,0.0,0.9,2,12,Medium,1704.862327845,170.54852092813377,3.0,2,3,4.0
7054,404298.774493,4275697.23155,Yes,Low,Moderate,High,Moderate,Moderate,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Low,Talbot,2.50827003,2.99467993,0.48640901,1338.58435059,38.62495865,-76.09989619,0.44721779,1,62.05313567,2.45270546,5,1,20,100,3,2.91769004,0.9,5,15,High,1776.42984147,233.41027585895034,3.0,2,2,4.0
7056,404798.774493,4275697.23155,Yes,Low,Moderate,High,Low,Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Low,Talbot,2.4224999,2.66709995,0.244601,957.09399414,38.62505501,-76.09361104,13.51004003,1,81.43015357,3.46712062,5,2,20,100,3,2.99467993,0.9,5,16,Very High,4447.40240272,261.8555614166581,1.0,2,2,4.0
7057,405048.774493,4275697.23155,Yes,Low,Moderate,High,Very Low,Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Low,Talbot,2.19410992,2.41564989,0.221541,778.04455566,38.6257435,-76.09074113,14.45777965,1,73.8295906,11.88061598,5,2,20,100,3,0.0,0.9,2,13,Medium,6012.84552979,478.54769355789165,1.0,2,2,4.0
7058,405298.774493,4275697.23155,Yes,Low,Moderate,High,Low,Very Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Low,Talbot,2.19410992,2.41564989,0.221541,741.58770752,38.62566655,-76.08787413,19.68118567,1,31.18684762,4.41377467,3,2,20,100,3,0.0,0.9,2,11,Low,13656.169546395,629.5883274803458,1.0,2,2,4.0
7059,405548.774493,4275697.23155,Yes,Low,Low,High,Low,Very Low,Low,0,1,0,0,0,Moderate,Moderate,Low,Very High,Moderate,Talbot,2.07063007,2.27970004,0.20907301,810.10058594,38.624906,-76.08519283,43.10820069,3,61.76933341,17.5117184,5,2,20,60,2,0.0,0.9,2,14,High,8186.21822371,497.9045352224388,1.0,2,2,4.0
7060,413548.774493,4275697.23155,Yes,Moderate,Moderate,High,Low,Very Low,Very Low,1,1,0,0,0,Low,Moderate,Moderate,High,Moderate,Talbot,1.94183004,2.31838989,0.37656301,122.04673767,38.62559882,-75.99298598,34.13739902,2,61.92724181,10.66119239,5,1,20,60,2,2.49390006,0.9,4,14,High,1585.117772885,170.98816636440827,2.0,1,2,3.0
7061,415048.774493,4275697.23155,Yes,Very High,Moderate,High,Moderate,Low,Low,1,1,0,0,0,Moderate,High,High,Very High,Low,Dorchester,2.69815993,3.22139001,0.52323198,849.85882568,38.62552167,-75.97345652,5.99277828,1,81.69257216,8.23622545,5,3,20,100,3,2.49390006,0.9,4,16,Very High,59917.536157715,2734.388058951676,3.0,2,3,4.0
7062,310548.774493,4275447.23155,No,Low,Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Charles,2.23819995,2.59853005,0.36032701,1536.28955078,38.60512767,-77.1736572,8.25681169,1,92.83469407,9.62348473,5,1,20,100,3,2.49390006,0.9,4,14,High,1844.290388855,176.95056751917812,2.0,2,2,4.0
7063,310798.774493,4275447.23155,No,Low,Very Low,Very High,High,Very Low,Moderate,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Moderate,Charles,2.14808011,2.49390006,0.34581801,1388.82617188,38.60591141,-77.1719831,9.62523529,1,64.4443769,10.57247719,5,2,20,60,2,0.0,0.9,2,12,Medium,10075.390378645,594.3471611089134,2.0,2,2,4.0
7064,311798.774493,4275447.23155,No,Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Moderate,Charles,2.02718997,2.35354996,0.32635599,507.09805298,38.60657884,-77.16179854,24.15502863,2,58.05401108,13.27989846,4,2,20,60,2,0.0,0.9,2,12,Medium,4082.72961229,359.3372012366602,2.0,2,2,4.0
7065,312048.774493,4275447.23155,No,Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Moderate,Charles,2.02718997,2.35354996,0.32635599,250.21040344,38.60630037,-77.15886885,18.01140882,1,6.3899704,7.73334905,2,1,20,60,2,0.0,0.9,2,8,Very Low,205.732537855,74.84494414875812,2.0,2,2,4.0
7066,312298.774493,4275447.23155,No,Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Moderate,Charles,2.02718997,2.35354996,0.32635599,2.26310921,38.60593851,-77.15570686,29.57301949,2,0.0,0.0,0,3,0,0,0,3.98646998,0.9,5,10,Low,53383.87898724,1528.7711676861327,2.0,2,2,4.0
7067,312548.774493,4275447.23155,No,Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Very Low,Charles,2.02718997,2.35354996,0.32635599,95.67693329,38.60566217,-77.15389976,52.15968907,3,0.0,4.94696545,1,1,40,60,3,3.70591998,0.9,5,13,Medium,530.14872757,291.71036950207747,2.0,2,2,4.0
7068,312798.774493,4275447.23155,No,Very Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Low,Moderate,Low,Very High,Moderate,Charles,1.83606994,2.13165998,0.295589,8.06789303,38.60554506,-77.15055281,67.25166828,4,9.58633841,5.39334071,2,4,40,60,3,4.05412006,0.9,5,18,Very High,515574.970028825,8993.036531339816,1.0,1,2,4.0
7069,313048.774493,4275447.23155,No,Low,Very Low,Very High,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Moderate,Moderate,Charles,2.02718997,2.35354996,0.32635599,412.38543701,38.60655558,-77.14574964,33.1347513,2,0.0,0.00725597,1,2,40,60,3,3.82595992,0.9,5,13,Medium,37199.241798505,1105.6700079107452,2.0,2,2,2.0
7070,354048.774493,4275447.23155,Yes,High,Very Low,Moderate,Low,Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Moderate,Moderate,Prince George's,2.02328992,2.41564989,0.39236099,408.72158813,38.6146088,-76.67518035,57.08929582,3,1.30616124,7.01756108,2,3,40,60,3,3.98646998,0.9,5,16,Very High,174464.725848325,2507.0329483185164,2.0,2,2,2.0
7071,354298.774493,4275447.23155,Yes,Very High,Very Low,Moderate,Low,Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Moderate,Moderate,Prince George's,2.08882999,2.49390006,0.40507001,373.02304077,38.61581454,-76.67451246,36.47940025,2,0.0,0.0,0,3,0,0,0,4.22419977,0.9,5,10,Low,492748.384903845,5026.472497701591,2.0,2,2,2.0
7072,368048.774493,4275447.23155,No,Very Low,Very Low,Moderate,Moderate,High,Very Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Calvert,1.75875998,2.0998199,0.34106201,246.59953308,38.61784014,-76.51473618,38.75980225,2,0.0,0.0,0,1,0,0,0,4.26332998,0.9,5,8,Very Low,741.74145893,119.9663558524635,2.0,1,2,4.0
7073,388298.774493,4275447.23155,No,Very High,High,High,High,Low,Very High,1,0,0,0,0,High,High,High,High,Moderate,Dorchester,3.44511008,3.98646998,0.54136002,1654.21740723,38.62078896,-76.28275979,88.53709086,5,0.0,0.0,0,1,0,0,0,0.0,0.0,0,6,Very Low,180.24667234,67.09394086968047,3.0,3,3,3.0
7074,389298.774493,4275447.23155,Yes,Very High,High,High,High,Low,Moderate,1,1,0,0,0,High,High,High,High,Low,Dorchester,3.10399008,3.70591998,0.60193199,875.02478027,38.61953819,-76.27235971,43.77110105,3,0.0,0.0,0,2,0,0,0,3.27024007,0.9,5,10,Low,7445.960582685,382.43522196225854,3.0,3,3,3.0
